date,production_value_no_opec
2012-04-23,44.057207953
2012-04-24,44.057207953
2012-04-25,44.057207953
2012-04-26,44.057207953
2012-04-27,44.057207953
2012-04-28,44.057207953
2012-04-29,44.057207953
2012-04-30,44.057207953
2012-05-01,43.720651953
2012-05-02,43.720651953
2012-05-03,43.720651953
2012-05-04,43.720651953
2012-05-05,43.720651953
2012-05-06,43.720651953
2012-05-07,43.720651953
2012-05-08,43.720651953
2012-05-09,43.720651953
2012-05-10,43.720651953
2012-05-11,43.720651953
2012-05-12,43.720651953
2012-05-13,43.720651953
2012-05-14,43.720651953
2012-05-15,43.720651953
2012-05-16,43.720651953
2012-05-17,43.720651953
2012-05-18,43.720651953
2012-05-19,43.720651953
2012-05-20,43.720651953
2012-05-21,43.720651953
2012-05-22,43.720651953
2012-05-23,43.720651953
2012-05-24,43.720651953
2012-05-25,43.720651953
2012-05-26,43.720651953
2012-05-27,43.720651953
2012-05-28,43.720651953
2012-05-29,43.720651953
2012-05-30,43.720651953
2012-05-31,43.720651953
2012-06-01,43.398722953
2012-06-02,43.398722953
2012-06-03,43.398722953
2012-06-04,43.398722953
2012-06-05,43.398722953
2012-06-06,43.398722953
2012-06-07,43.398722953
2012-06-08,43.398722953
2012-06-09,43.398722953
2012-06-10,43.398722953
2012-06-11,43.398722953
2012-06-12,43.398722953
2012-06-13,43.398722953
2012-06-14,43.398722953
2012-06-15,43.398722953
2012-06-16,43.398722953
2012-06-17,43.398722953
2012-06-18,43.398722953
2012-06-19,43.398722953
2012-06-20,43.398722953
2012-06-21,43.398722953
2012-06-22,43.398722953
2012-06-23,43.398722953
2012-06-24,43.398722953
2012-06-25,43.398722953
2012-06-26,43.398722953
2012-06-27,43.398722953
2012-06-28,43.398722953
2012-06-29,43.398722953
2012-06-30,43.398722953
2012-07-01,43.660252953
2012-07-02,43.660252953
2012-07-03,43.660252953
2012-07-04,43.660252953
2012-07-05,43.660252953
2012-07-06,43.660252953
2012-07-07,43.660252953
2012-07-08,43.660252953
2012-07-09,43.660252953
2012-07-10,43.660252953
2012-07-11,43.660252953
2012-07-12,43.660252953
2012-07-13,43.660252953
2012-07-14,43.660252953
2012-07-15,43.660252953
2012-07-16,43.660252953
2012-07-17,43.660252953
2012-07-18,43.660252953
2012-07-19,43.660252953
2012-07-20,43.660252953
2012-07-21,43.660252953
2012-07-22,43.660252953
2012-07-23,43.660252953
2012-07-24,43.660252953
2012-07-25,43.660252953
2012-07-26,43.660252953
2012-07-27,43.660252953
2012-07-28,43.660252953
2012-07-29,43.660252953
2012-07-30,43.660252953
2012-07-31,43.660252953
2012-08-01,43.598628953
2012-08-02,43.598628953
2012-08-03,43.598628953
2012-08-04,43.598628953
2012-08-05,43.598628953
2012-08-06,43.598628953
2012-08-07,43.598628953
2012-08-08,43.598628953
2012-08-09,43.598628953
2012-08-10,43.598628953
2012-08-11,43.598628953
2012-08-12,43.598628953
2012-08-13,43.598628953
2012-08-14,43.598628953
2012-08-15,43.598628953
2012-08-16,43.598628953
2012-08-17,43.598628953
2012-08-18,43.598628953
2012-08-19,43.598628953
2012-08-20,43.598628953
2012-08-21,43.598628953
2012-08-22,43.598628953
2012-08-23,43.598628953
2012-08-24,43.598628953
2012-08-25,43.598628953
2012-08-26,43.598628953
2012-08-27,43.598628953
2012-08-28,43.598628953
2012-08-29,43.598628953
2012-08-30,43.598628953
2012-08-31,43.598628953
2012-09-01,43.228989953
2012-09-02,43.228989953
2012-09-03,43.228989953
2012-09-04,43.228989953
2012-09-05,43.228989953
2012-09-06,43.228989953
2012-09-07,43.228989953
2012-09-08,43.228989953
2012-09-09,43.228989953
2012-09-10,43.228989953
2012-09-11,43.228989953
2012-09-12,43.228989953
2012-09-13,43.228989953
2012-09-14,43.228989953
2012-09-15,43.228989953
2012-09-16,43.228989953
2012-09-17,43.228989953
2012-09-18,43.228989953
2012-09-19,43.228989953
2012-09-20,43.228989953
2012-09-21,43.228989953
2012-09-22,43.228989953
2012-09-23,43.228989953
2012-09-24,43.228989953
2012-09-25,43.228989953
2012-09-26,43.228989953
2012-09-27,43.228989953
2012-09-28,43.228989953
2012-09-29,43.228989953
2012-09-30,43.228989953
2012-10-01,44.356407953
2012-10-02,44.356407953
2012-10-03,44.356407953
2012-10-04,44.356407953
2012-10-05,44.356407953
2012-10-06,44.356407953
2012-10-07,44.356407953
2012-10-08,44.356407953
2012-10-09,44.356407953
2012-10-10,44.356407953
2012-10-11,44.356407953
2012-10-12,44.356407953
2012-10-13,44.356407953
2012-10-14,44.356407953
2012-10-15,44.356407953
2012-10-16,44.356407953
2012-10-17,44.356407953
2012-10-18,44.356407953
2012-10-19,44.356407953
2012-10-20,44.356407953
2012-10-21,44.356407953
2012-10-22,44.356407953
2012-10-23,44.356407953
2012-10-24,44.356407953
2012-10-25,44.356407953
2012-10-26,44.356407953
2012-10-27,44.356407953
2012-10-28,44.356407953
2012-10-29,44.356407953
2012-10-30,44.356407953
2012-10-31,44.356407953
2012-11-01,44.841856953
2012-11-02,44.841856953
2012-11-03,44.841856953
2012-11-04,44.841856953
2012-11-05,44.841856953
2012-11-06,44.841856953
2012-11-07,44.841856953
2012-11-08,44.841856953
2012-11-09,44.841856953
2012-11-10,44.841856953
2012-11-11,44.841856953
2012-11-12,44.841856953
2012-11-13,44.841856953
2012-11-14,44.841856953
2012-11-15,44.841856953
2012-11-16,44.841856953
2012-11-17,44.841856953
2012-11-18,44.841856953
2012-11-19,44.841856953
2012-11-20,44.841856953
2012-11-21,44.841856953
2012-11-22,44.841856953
2012-11-23,44.841856953
2012-11-24,44.841856953
2012-11-25,44.841856953
2012-11-26,44.841856953
2012-11-27,44.841856953
2012-11-28,44.841856953
2012-11-29,44.841856953
2012-11-30,44.841856953
2012-12-01,45.138115193
2012-12-02,45.138115193
2012-12-03,45.138115193
2012-12-04,45.138115193
2012-12-05,45.138115193
2012-12-06,45.138115193
2012-12-07,45.138115193
2012-12-08,45.138115193
2012-12-09,45.138115193
2012-12-10,45.138115193
2012-12-11,45.138115193
2012-12-12,45.138115193
2012-12-13,45.138115193
2012-12-14,45.138115193
2012-12-15,45.138115193
2012-12-16,45.138115193
2012-12-17,45.138115193
2012-12-18,45.138115193
2012-12-19,45.138115193
2012-12-20,45.138115193
2012-12-21,45.138115193
2012-12-22,45.138115193
2012-12-23,45.138115193
2012-12-24,45.138115193
2012-12-25,45.138115193
2012-12-26,45.138115193
2012-12-27,45.138115193
2012-12-28,45.138115193
2012-12-29,45.138115193
2012-12-30,45.138115193
2012-12-31,45.138115193
2013-01-01,44.906152
2013-01-02,44.906152
2013-01-03,44.906152
2013-01-04,44.906152
2013-01-05,44.906152
2013-01-06,44.906152
2013-01-07,44.906152
2013-01-08,44.906152
2013-01-09,44.906152
2013-01-10,44.906152
2013-01-11,44.906152
2013-01-12,44.906152
2013-01-13,44.906152
2013-01-14,44.906152
2013-01-15,44.906152
2013-01-16,44.906152
2013-01-17,44.906152
2013-01-18,44.906152
2013-01-19,44.906152
2013-01-20,44.906152
2013-01-21,44.906152
2013-01-22,44.906152
2013-01-23,44.906152
2013-01-24,44.906152
2013-01-25,44.906152
2013-01-26,44.906152
2013-01-27,44.906152
2013-01-28,44.906152
2013-01-29,44.906152
2013-01-30,44.906152
2013-01-31,44.906152
2013-02-01,44.695369
2013-02-02,44.695369
2013-02-03,44.695369
2013-02-04,44.695369
2013-02-05,44.695369
2013-02-06,44.695369
2013-02-07,44.695369
2013-02-08,44.695369
2013-02-09,44.695369
2013-02-10,44.695369
2013-02-11,44.695369
2013-02-12,44.695369
2013-02-13,44.695369
2013-02-14,44.695369
2013-02-15,44.695369
2013-02-16,44.695369
2013-02-17,44.695369
2013-02-18,44.695369
2013-02-19,44.695369
2013-02-20,44.695369
2013-02-21,44.695369
2013-02-22,44.695369
2013-02-23,44.695369
2013-02-24,44.695369
2013-02-25,44.695369
2013-02-26,44.695369
2013-02-27,44.695369
2013-02-28,44.695369
2013-03-01,44.870955
2013-03-02,44.870955
2013-03-03,44.870955
2013-03-04,44.870955
2013-03-05,44.870955
2013-03-06,44.870955
2013-03-07,44.870955
2013-03-08,44.870955
2013-03-09,44.870955
2013-03-10,44.870955
2013-03-11,44.870955
2013-03-12,44.870955
2013-03-13,44.870955
2013-03-14,44.870955
2013-03-15,44.870955
2013-03-16,44.870955
2013-03-17,44.870955
2013-03-18,44.870955
2013-03-19,44.870955
2013-03-20,44.870955
2013-03-21,44.870955
2013-03-22,44.870955
2013-03-23,44.870955
2013-03-24,44.870955
2013-03-25,44.870955
2013-03-26,44.870955
2013-03-27,44.870955
2013-03-28,44.870955
2013-03-29,44.870955
2013-03-30,44.870955
2013-03-31,44.870955
2013-04-01,44.791006
2013-04-02,44.791006
2013-04-03,44.791006
2013-04-04,44.791006
2013-04-05,44.791006
2013-04-06,44.791006
2013-04-07,44.791006
2013-04-08,44.791006
2013-04-09,44.791006
2013-04-10,44.791006
2013-04-11,44.791006
2013-04-12,44.791006
2013-04-13,44.791006
2013-04-14,44.791006
2013-04-15,44.791006
2013-04-16,44.791006
2013-04-17,44.791006
2013-04-18,44.791006
2013-04-19,44.791006
2013-04-20,44.791006
2013-04-21,44.791006
2013-04-22,44.791006
2013-04-23,44.791006
2013-04-24,44.791006
2013-04-25,44.791006
2013-04-26,44.791006
2013-04-27,44.791006
2013-04-28,44.791006
2013-04-29,44.791006
2013-04-30,44.791006
2013-05-01,44.747808
2013-05-02,44.747808
2013-05-03,44.747808
2013-05-04,44.747808
2013-05-05,44.747808
2013-05-06,44.747808
2013-05-07,44.747808
2013-05-08,44.747808
2013-05-09,44.747808
2013-05-10,44.747808
2013-05-11,44.747808
2013-05-12,44.747808
2013-05-13,44.747808
2013-05-14,44.747808
2013-05-15,44.747808
2013-05-16,44.747808
2013-05-17,44.747808
2013-05-18,44.747808
2013-05-19,44.747808
2013-05-20,44.747808
2013-05-21,44.747808
2013-05-22,44.747808
2013-05-23,44.747808
2013-05-24,44.747808
2013-05-25,44.747808
2013-05-26,44.747808
2013-05-27,44.747808
2013-05-28,44.747808
2013-05-29,44.747808
2013-05-30,44.747808
2013-05-31,44.747808
2013-06-01,44.88700088
2013-06-02,44.88700088
2013-06-03,44.88700088
2013-06-04,44.88700088
2013-06-05,44.88700088
2013-06-06,44.88700088
2013-06-07,44.88700088
2013-06-08,44.88700088
2013-06-09,44.88700088
2013-06-10,44.88700088
2013-06-11,44.88700088
2013-06-12,44.88700088
2013-06-13,44.88700088
2013-06-14,44.88700088
2013-06-15,44.88700088
2013-06-16,44.88700088
2013-06-17,44.88700088
2013-06-18,44.88700088
2013-06-19,44.88700088
2013-06-20,44.88700088
2013-06-21,44.88700088
2013-06-22,44.88700088
2013-06-23,44.88700088
2013-06-24,44.88700088
2013-06-25,44.88700088
2013-06-26,44.88700088
2013-06-27,44.88700088
2013-06-28,44.88700088
2013-06-29,44.88700088
2013-06-30,44.88700088
2013-07-01,45.162977
2013-07-02,45.162977
2013-07-03,45.162977
2013-07-04,45.162977
2013-07-05,45.162977
2013-07-06,45.162977
2013-07-07,45.162977
2013-07-08,45.162977
2013-07-09,45.162977
2013-07-10,45.162977
2013-07-11,45.162977
2013-07-12,45.162977
2013-07-13,45.162977
2013-07-14,45.162977
2013-07-15,45.162977
2013-07-16,45.162977
2013-07-17,45.162977
2013-07-18,45.162977
2013-07-19,45.162977
2013-07-20,45.162977
2013-07-21,45.162977
2013-07-22,45.162977
2013-07-23,45.162977
2013-07-24,45.162977
2013-07-25,45.162977
2013-07-26,45.162977
2013-07-27,45.162977
2013-07-28,45.162977
2013-07-29,45.162977
2013-07-30,45.162977
2013-07-31,45.162977
2013-08-01,44.966172
2013-08-02,44.966172
2013-08-03,44.966172
2013-08-04,44.966172
2013-08-05,44.966172
2013-08-06,44.966172
2013-08-07,44.966172
2013-08-08,44.966172
2013-08-09,44.966172
2013-08-10,44.966172
2013-08-11,44.966172
2013-08-12,44.966172
2013-08-13,44.966172
2013-08-14,44.966172
2013-08-15,44.966172
2013-08-16,44.966172
2013-08-17,44.966172
2013-08-18,44.966172
2013-08-19,44.966172
2013-08-20,44.966172
2013-08-21,44.966172
2013-08-22,44.966172
2013-08-23,44.966172
2013-08-24,44.966172
2013-08-25,44.966172
2013-08-26,44.966172
2013-08-27,44.966172
2013-08-28,44.966172
2013-08-29,44.966172
2013-08-30,44.966172
2013-08-31,44.966172
2013-09-01,45.306969
2013-09-02,45.306969
2013-09-03,45.306969
2013-09-04,45.306969
2013-09-05,45.306969
2013-09-06,45.306969
2013-09-07,45.306969
2013-09-08,45.306969
2013-09-09,45.306969
2013-09-10,45.306969
2013-09-11,45.306969
2013-09-12,45.306969
2013-09-13,45.306969
2013-09-14,45.306969
2013-09-15,45.306969
2013-09-16,45.306969
2013-09-17,45.306969
2013-09-18,45.306969
2013-09-19,45.306969
2013-09-20,45.306969
2013-09-21,45.306969
2013-09-22,45.306969
2013-09-23,45.306969
2013-09-24,45.306969
2013-09-25,45.306969
2013-09-26,45.306969
2013-09-27,45.306969
2013-09-28,45.306969
2013-09-29,45.306969
2013-09-30,45.306969
2013-10-01,45.500982
2013-10-02,45.500982
2013-10-03,45.500982
2013-10-04,45.500982
2013-10-05,45.500982
2013-10-06,45.500982
2013-10-07,45.500982
2013-10-08,45.500982
2013-10-09,45.500982
2013-10-10,45.500982
2013-10-11,45.500982
2013-10-12,45.500982
2013-10-13,45.500982
2013-10-14,45.500982
2013-10-15,45.500982
2013-10-16,45.500982
2013-10-17,45.500982
2013-10-18,45.500982
2013-10-19,45.500982
2013-10-20,45.500982
2013-10-21,45.500982
2013-10-22,45.500982
2013-10-23,45.500982
2013-10-24,45.500982
2013-10-25,45.500982
2013-10-26,45.500982
2013-10-27,45.500982
2013-10-28,45.500982
2013-10-29,45.500982
2013-10-30,45.500982
2013-10-31,45.500982
2013-11-01,46.354127
2013-11-02,46.354127
2013-11-03,46.354127
2013-11-04,46.354127
2013-11-05,46.354127
2013-11-06,46.354127
2013-11-07,46.354127
2013-11-08,46.354127
2013-11-09,46.354127
2013-11-10,46.354127
2013-11-11,46.354127
2013-11-12,46.354127
2013-11-13,46.354127
2013-11-14,46.354127
2013-11-15,46.354127
2013-11-16,46.354127
2013-11-17,46.354127
2013-11-18,46.354127
2013-11-19,46.354127
2013-11-20,46.354127
2013-11-21,46.354127
2013-11-22,46.354127
2013-11-23,46.354127
2013-11-24,46.354127
2013-11-25,46.354127
2013-11-26,46.354127
2013-11-27,46.354127
2013-11-28,46.354127
2013-11-29,46.354127
2013-11-30,46.354127
2013-12-01,46.537374
2013-12-02,46.537374
2013-12-03,46.537374
2013-12-04,46.537374
2013-12-05,46.537374
2013-12-06,46.537374
2013-12-07,46.537374
2013-12-08,46.537374
2013-12-09,46.537374
2013-12-10,46.537374
2013-12-11,46.537374
2013-12-12,46.537374
2013-12-13,46.537374
2013-12-14,46.537374
2013-12-15,46.537374
2013-12-16,46.537374
2013-12-17,46.537374
2013-12-18,46.537374
2013-12-19,46.537374
2013-12-20,46.537374
2013-12-21,46.537374
2013-12-22,46.537374
2013-12-23,46.537374
2013-12-24,46.537374
2013-12-25,46.537374
2013-12-26,46.537374
2013-12-27,46.537374
2013-12-28,46.537374
2013-12-29,46.537374
2013-12-30,46.537374
2013-12-31,46.537374
2014-01-01,46.169667959
2014-01-02,46.169667959
2014-01-03,46.169667959
2014-01-04,46.169667959
2014-01-05,46.169667959
2014-01-06,46.169667959
2014-01-07,46.169667959
2014-01-08,46.169667959
2014-01-09,46.169667959
2014-01-10,46.169667959
2014-01-11,46.169667959
2014-01-12,46.169667959
2014-01-13,46.169667959
2014-01-14,46.169667959
2014-01-15,46.169667959
2014-01-16,46.169667959
2014-01-17,46.169667959
2014-01-18,46.169667959
2014-01-19,46.169667959
2014-01-20,46.169667959
2014-01-21,46.169667959
2014-01-22,46.169667959
2014-01-23,46.169667959
2014-01-24,46.169667959
2014-01-25,46.169667959
2014-01-26,46.169667959
2014-01-27,46.169667959
2014-01-28,46.169667959
2014-01-29,46.169667959
2014-01-30,46.169667959
2014-01-31,46.169667959
2014-02-01,46.627564959
2014-02-02,46.627564959
2014-02-03,46.627564959
2014-02-04,46.627564959
2014-02-05,46.627564959
2014-02-06,46.627564959
2014-02-07,46.627564959
2014-02-08,46.627564959
2014-02-09,46.627564959
2014-02-10,46.627564959
2014-02-11,46.627564959
2014-02-12,46.627564959
2014-02-13,46.627564959
2014-02-14,46.627564959
2014-02-15,46.627564959
2014-02-16,46.627564959
2014-02-17,46.627564959
2014-02-18,46.627564959
2014-02-19,46.627564959
2014-02-20,46.627564959
2014-02-21,46.627564959
2014-02-22,46.627564959
2014-02-23,46.627564959
2014-02-24,46.627564959
2014-02-25,46.627564959
2014-02-26,46.627564959
2014-02-27,46.627564959
2014-02-28,46.627564959
2014-03-01,46.491387959
2014-03-02,46.491387959
2014-03-03,46.491387959
2014-03-04,46.491387959
2014-03-05,46.491387959
2014-03-06,46.491387959
2014-03-07,46.491387959
2014-03-08,46.491387959
2014-03-09,46.491387959
2014-03-10,46.491387959
2014-03-11,46.491387959
2014-03-12,46.491387959
2014-03-13,46.491387959
2014-03-14,46.491387959
2014-03-15,46.491387959
2014-03-16,46.491387959
2014-03-17,46.491387959
2014-03-18,46.491387959
2014-03-19,46.491387959
2014-03-20,46.491387959
2014-03-21,46.491387959
2014-03-22,46.491387959
2014-03-23,46.491387959
2014-03-24,46.491387959
2014-03-25,46.491387959
2014-03-26,46.491387959
2014-03-27,46.491387959
2014-03-28,46.491387959
2014-03-29,46.491387959
2014-03-30,46.491387959
2014-03-31,46.491387959
2014-04-01,46.573845959
2014-04-02,46.573845959
2014-04-03,46.573845959
2014-04-04,46.573845959
2014-04-05,46.573845959
2014-04-06,46.573845959
2014-04-07,46.573845959
2014-04-08,46.573845959
2014-04-09,46.573845959
2014-04-10,46.573845959
2014-04-11,46.573845959
2014-04-12,46.573845959
2014-04-13,46.573845959
2014-04-14,46.573845959
2014-04-15,46.573845959
2014-04-16,46.573845959
2014-04-17,46.573845959
2014-04-18,46.573845959
2014-04-19,46.573845959
2014-04-20,46.573845959
2014-04-21,46.573845959
2014-04-22,46.573845959
2014-04-23,46.573845959
2014-04-24,46.573845959
2014-04-25,46.573845959
2014-04-26,46.573845959
2014-04-27,46.573845959
2014-04-28,46.573845959
2014-04-29,46.573845959
2014-04-30,46.573845959
2014-05-01,46.438894959
2014-05-02,46.438894959
2014-05-03,46.438894959
2014-05-04,46.438894959
2014-05-05,46.438894959
2014-05-06,46.438894959
2014-05-07,46.438894959
2014-05-08,46.438894959
2014-05-09,46.438894959
2014-05-10,46.438894959
2014-05-11,46.438894959
2014-05-12,46.438894959
2014-05-13,46.438894959
2014-05-14,46.438894959
2014-05-15,46.438894959
2014-05-16,46.438894959
2014-05-17,46.438894959
2014-05-18,46.438894959
2014-05-19,46.438894959
2014-05-20,46.438894959
2014-05-21,46.438894959
2014-05-22,46.438894959
2014-05-23,46.438894959
2014-05-24,46.438894959
2014-05-25,46.438894959
2014-05-26,46.438894959
2014-05-27,46.438894959
2014-05-28,46.438894959
2014-05-29,46.438894959
2014-05-30,46.438894959
2014-05-31,46.438894959
2014-06-01,46.665337959
2014-06-02,46.665337959
2014-06-03,46.665337959
2014-06-04,46.665337959
2014-06-05,46.665337959
2014-06-06,46.665337959
2014-06-07,46.665337959
2014-06-08,46.665337959
2014-06-09,46.665337959
2014-06-10,46.665337959
2014-06-11,46.665337959
2014-06-12,46.665337959
2014-06-13,46.665337959
2014-06-14,46.665337959
2014-06-15,46.665337959
2014-06-16,46.665337959
2014-06-17,46.665337959
2014-06-18,46.665337959
2014-06-19,46.665337959
2014-06-20,46.665337959
2014-06-21,46.665337959
2014-06-22,46.665337959
2014-06-23,46.665337959
2014-06-24,46.665337959
2014-06-25,46.665337959
2014-06-26,46.665337959
2014-06-27,46.665337959
2014-06-28,46.665337959
2014-06-29,46.665337959
2014-06-30,46.665337959
2014-07-01,46.730149949
2014-07-02,46.730149949
2014-07-03,46.730149949
2014-07-04,46.730149949
2014-07-05,46.730149949
2014-07-06,46.730149949
2014-07-07,46.730149949
2014-07-08,46.730149949
2014-07-09,46.730149949
2014-07-10,46.730149949
2014-07-11,46.730149949
2014-07-12,46.730149949
2014-07-13,46.730149949
2014-07-14,46.730149949
2014-07-15,46.730149949
2014-07-16,46.730149949
2014-07-17,46.730149949
2014-07-18,46.730149949
2014-07-19,46.730149949
2014-07-20,46.730149949
2014-07-21,46.730149949
2014-07-22,46.730149949
2014-07-23,46.730149949
2014-07-24,46.730149949
2014-07-25,46.730149949
2014-07-26,46.730149949
2014-07-27,46.730149949
2014-07-28,46.730149949
2014-07-29,46.730149949
2014-07-30,46.730149949
2014-07-31,46.730149949
2014-08-01,46.821677959
2014-08-02,46.821677959
2014-08-03,46.821677959
2014-08-04,46.821677959
2014-08-05,46.821677959
2014-08-06,46.821677959
2014-08-07,46.821677959
2014-08-08,46.821677959
2014-08-09,46.821677959
2014-08-10,46.821677959
2014-08-11,46.821677959
2014-08-12,46.821677959
2014-08-13,46.821677959
2014-08-14,46.821677959
2014-08-15,46.821677959
2014-08-16,46.821677959
2014-08-17,46.821677959
2014-08-18,46.821677959
2014-08-19,46.821677959
2014-08-20,46.821677959
2014-08-21,46.821677959
2014-08-22,46.821677959
2014-08-23,46.821677959
2014-08-24,46.821677959
2014-08-25,46.821677959
2014-08-26,46.821677959
2014-08-27,46.821677959
2014-08-28,46.821677959
2014-08-29,46.821677959
2014-08-30,46.821677959
2014-08-31,46.821677959
2014-09-01,47.210102959
2014-09-02,47.210102959
2014-09-03,47.210102959
2014-09-04,47.210102959
2014-09-05,47.210102959
2014-09-06,47.210102959
2014-09-07,47.210102959
2014-09-08,47.210102959
2014-09-09,47.210102959
2014-09-10,47.210102959
2014-09-11,47.210102959
2014-09-12,47.210102959
2014-09-13,47.210102959
2014-09-14,47.210102959
2014-09-15,47.210102959
2014-09-16,47.210102959
2014-09-17,47.210102959
2014-09-18,47.210102959
2014-09-19,47.210102959
2014-09-20,47.210102959
2014-09-21,47.210102959
2014-09-22,47.210102959
2014-09-23,47.210102959
2014-09-24,47.210102959
2014-09-25,47.210102959
2014-09-26,47.210102959
2014-09-27,47.210102959
2014-09-28,47.210102959
2014-09-29,47.210102959
2014-09-30,47.210102959
2014-10-01,47.901138959
2014-10-02,47.901138959
2014-10-03,47.901138959
2014-10-04,47.901138959
2014-10-05,47.901138959
2014-10-06,47.901138959
2014-10-07,47.901138959
2014-10-08,47.901138959
2014-10-09,47.901138959
2014-10-10,47.901138959
2014-10-11,47.901138959
2014-10-12,47.901138959
2014-10-13,47.901138959
2014-10-14,47.901138959
2014-10-15,47.901138959
2014-10-16,47.901138959
2014-10-17,47.901138959
2014-10-18,47.901138959
2014-10-19,47.901138959
2014-10-20,47.901138959
2014-10-21,47.901138959
2014-10-22,47.901138959
2014-10-23,47.901138959
2014-10-24,47.901138959
2014-10-25,47.901138959
2014-10-26,47.901138959
2014-10-27,47.901138959
2014-10-28,47.901138959
2014-10-29,47.901138959
2014-10-30,47.901138959
2014-10-31,47.901138959
2014-11-01,48.202728749
2014-11-02,48.202728749
2014-11-03,48.202728749
2014-11-04,48.202728749
2014-11-05,48.202728749
2014-11-06,48.202728749
2014-11-07,48.202728749
2014-11-08,48.202728749
2014-11-09,48.202728749
2014-11-10,48.202728749
2014-11-11,48.202728749
2014-11-12,48.202728749
2014-11-13,48.202728749
2014-11-14,48.202728749
2014-11-15,48.202728749
2014-11-16,48.202728749
2014-11-17,48.202728749
2014-11-18,48.202728749
2014-11-19,48.202728749
2014-11-20,48.202728749
2014-11-21,48.202728749
2014-11-22,48.202728749
2014-11-23,48.202728749
2014-11-24,48.202728749
2014-11-25,48.202728749
2014-11-26,48.202728749
2014-11-27,48.202728749
2014-11-28,48.202728749
2014-11-29,48.202728749
2014-11-30,48.202728749
2014-12-01,48.718750959
2014-12-02,48.718750959
2014-12-03,48.718750959
2014-12-04,48.718750959
2014-12-05,48.718750959
2014-12-06,48.718750959
2014-12-07,48.718750959
2014-12-08,48.718750959
2014-12-09,48.718750959
2014-12-10,48.718750959
2014-12-11,48.718750959
2014-12-12,48.718750959
2014-12-13,48.718750959
2014-12-14,48.718750959
2014-12-15,48.718750959
2014-12-16,48.718750959
2014-12-17,48.718750959
2014-12-18,48.718750959
2014-12-19,48.718750959
2014-12-20,48.718750959
2014-12-21,48.718750959
2014-12-22,48.718750959
2014-12-23,48.718750959
2014-12-24,48.718750959
2014-12-25,48.718750959
2014-12-26,48.718750959
2014-12-27,48.718750959
2014-12-28,48.718750959
2014-12-29,48.718750959
2014-12-30,48.718750959
2014-12-31,48.718750959
2015-01-01,48.532173925
2015-01-02,48.532173925
2015-01-03,48.532173925
2015-01-04,48.532173925
2015-01-05,48.532173925
2015-01-06,48.532173925
2015-01-07,48.532173925
2015-01-08,48.532173925
2015-01-09,48.532173925
2015-01-10,48.532173925
2015-01-11,48.532173925
2015-01-12,48.532173925
2015-01-13,48.532173925
2015-01-14,48.532173925
2015-01-15,48.532173925
2015-01-16,48.532173925
2015-01-17,48.532173925
2015-01-18,48.532173925
2015-01-19,48.532173925
2015-01-20,48.532173925
2015-01-21,48.532173925
2015-01-22,48.532173925
2015-01-23,48.532173925
2015-01-24,48.532173925
2015-01-25,48.532173925
2015-01-26,48.532173925
2015-01-27,48.532173925
2015-01-28,48.532173925
2015-01-29,48.532173925
2015-01-30,48.532173925
2015-01-31,48.532173925
2015-02-01,48.473597873
2015-02-02,48.473597873
2015-02-03,48.473597873
2015-02-04,48.473597873
2015-02-05,48.473597873
2015-02-06,48.473597873
2015-02-07,48.473597873
2015-02-08,48.473597873
2015-02-09,48.473597873
2015-02-10,48.473597873
2015-02-11,48.473597873
2015-02-12,48.473597873
2015-02-13,48.473597873
2015-02-14,48.473597873
2015-02-15,48.473597873
2015-02-16,48.473597873
2015-02-17,48.473597873
2015-02-18,48.473597873
2015-02-19,48.473597873
2015-02-20,48.473597873
2015-02-21,48.473597873
2015-02-22,48.473597873
2015-02-23,48.473597873
2015-02-24,48.473597873
2015-02-25,48.473597873
2015-02-26,48.473597873
2015-02-27,48.473597873
2015-02-28,48.473597873
2015-03-01,48.584095654
2015-03-02,48.584095654
2015-03-03,48.584095654
2015-03-04,48.584095654
2015-03-05,48.584095654
2015-03-06,48.584095654
2015-03-07,48.584095654
2015-03-08,48.584095654
2015-03-09,48.584095654
2015-03-10,48.584095654
2015-03-11,48.584095654
2015-03-12,48.584095654
2015-03-13,48.584095654
2015-03-14,48.584095654
2015-03-15,48.584095654
2015-03-16,48.584095654
2015-03-17,48.584095654
2015-03-18,48.584095654
2015-03-19,48.584095654
2015-03-20,48.584095654
2015-03-21,48.584095654
2015-03-22,48.584095654
2015-03-23,48.584095654
2015-03-24,48.584095654
2015-03-25,48.584095654
2015-03-26,48.584095654
2015-03-27,48.584095654
2015-03-28,48.584095654
2015-03-29,48.584095654
2015-03-30,48.584095654
2015-03-31,48.584095654
2015-04-01,48.07697429
2015-04-02,48.07697429
2015-04-03,48.07697429
2015-04-04,48.07697429
2015-04-05,48.07697429
2015-04-06,48.07697429
2015-04-07,48.07697429
2015-04-08,48.07697429
2015-04-09,48.07697429
2015-04-10,48.07697429
2015-04-11,48.07697429
2015-04-12,48.07697429
2015-04-13,48.07697429
2015-04-14,48.07697429
2015-04-15,48.07697429
2015-04-16,48.07697429
2015-04-17,48.07697429
2015-04-18,48.07697429
2015-04-19,48.07697429
2015-04-20,48.07697429
2015-04-21,48.07697429
2015-04-22,48.07697429
2015-04-23,48.07697429
2015-04-24,48.07697429
2015-04-25,48.07697429
2015-04-26,48.07697429
2015-04-27,48.07697429
2015-04-28,48.07697429
